"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","PAN_PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","cont","alt","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","PAN_PRD_ofi","PRI_opo","PAN_opo","PRD_opo","PAN_PRD_opo","edo_year"
"01001_1980","01","01001",1980,"PRI",7684,54866,0,0,NA,NA,69603,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01001_1983","01","01001",1983,"PRI",36145,71747,686,0,NA,NA,114479,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01001_1986","01","01001",1986,"PRI",30425,96758,1120,0,0,0,142030,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01001_1989","01","01001",1989,"PRI",24822,57852,1857,0,0,0,88659,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01001_1992","01","01001",1992,"PRI",29563,92359,4071,0,0,0,137977,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01001_1995","01","01001",1995,"PAN",92863,56775,13814,0,3810,0,174344,"PRI","PRI","PAN","PAN",1992,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"011995"
"01001_1998","01","01001",1998,"PAN",130616,88917,17014,0,3707,35,243515,"PRI","PRI","PAN","PAN",1995,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"011998"
"01001_2001","01","01001",2001,"PAN",79398,54100,11046,0,15746,306,159520,"PAN","PAN","PAN","PAN",1998,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"012001"
"01001_2004","01","01001",2004,"PAN",111892,107671,9952,0,5274,98,229515,"PAN","PAN","PAN","PAN",2001,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"012004"
"01001_2007","01","01001",2007,"PRI",63535,69266,8771,0,7896,380,201006,"PAN","PAN","PRI","PRI",2004,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012007"
"01001_2010","01","01001",2010,"PRI_PVEM_PNA",93845,150554,4706,0,6497,389,266832,"PAN","PAN","PRI","PRI",2007,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"012010"
"01001_2013","01","01001",2013,"PAN_PRD",0,88095,0,101032,10267,592,239292,"PRI_PVEM_PNA","PRI","PAN","PAN",2010,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,1,"012013"
"01002_1980","01","01002",1980,"PRI",0,5812,0,0,NA,NA,5843,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01002_1983","01","01002",1983,"PRI",1114,6341,10,0,NA,NA,7542,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01002_1986","01","01002",1986,"PRI",233,10500,1,0,0,0,11596,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01002_1989","01","01002",1989,"PRI",116,7953,31,0,0,0,8339,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01002_1992","01","01002",1992,"PRI",421,5445,633,0,0,0,8053,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01002_1995","01","01002",1995,"PRI",2699,5612,609,0,253,0,9278,"PRI","PRI","PRI","PRI",1992,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011995"
"01002_1998","01","01002",1998,"PAN",5826,5519,668,0,324,2,12262,"PRI","PRI","PAN","PAN",1995,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"011998"
"01002_2001","01","01002",2001,"PRI",3572,4064,510,0,1194,2,11906,"PAN","PAN","PRI","PRI",1998,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012001"
"01002_2004","01","01002",2004,"PAN",6828,3752,3879,0,419,7,14459,"PAN","PAN","PAN","PAN",2001,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"012004"
"01002_2007","01","01002",2007,"PRI",5544,7011,269,0,383,9,15188,"PAN","PAN","PRI","PRI",2004,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012007"
"01002_2010","01","01002",2010,"PRI_PVEM_PNA",7517,8274,232,0,493,20,17180,"PAN","PAN","PRI","PRI",2007,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"012010"
"01002_2013","01","01002",2013,"PNA",0,6264,0,4983,568,11,20056,"PRI_PVEM_PNA","PRI","PNA","Otros",2010,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,0,0,"012013"
"01003_1980","01","01003",1980,"PRI",270,5252,0,0,NA,NA,5651,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01003_1983","01","01003",1983,"PRI",934,4583,0,0,NA,NA,9154,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01003_1986","01","01003",1986,"PRI",425,4231,4,0,0,0,8059,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01003_1989","01","01003",1989,"PRI",1868,3905,94,0,0,0,5933,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01003_1992","01","01003",1992,"PRI",4916,5913,120,0,0,0,11319,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01003_1995","01","01003",1995,"PAN",7373,5628,296,0,365,0,13583,"PRI","PRI","PAN","PAN",1992,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"011995"
"01003_1998","01","01003",1998,"PAN",7674,6501,1430,0,430,6,16085,"PRI","PRI","PAN","PAN",1995,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"011998"
"01003_2001","01","01003",2001,"PRI",5119,7196,1573,0,309,4,15829,"PAN","PAN","PRI","PRI",1998,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012001"
"01003_2004","01","01003",2004,"PAN",7443,3319,4235,0,411,2,14997,"PAN","PAN","PAN","PAN",2001,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"012004"
"01003_2007","01","01003",2007,"PAN_PNA",5537,4875,4837,0,482,22,16400,"PAN","PAN","PAN","PAN",2004,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"012007"
"01003_2010","01","01003",2010,"PRI_PVEM_PNA",4991,7042,4334,0,530,25,18008,"PAN","PAN","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012010"
"01003_2013","01","01003",2013,"PAN_PRD",0,6730,0,11612,988,32,20854,"PRI_PVEM_PNA","PRI","PAN","PAN",2010,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,1,"012013"
"01004_1980","01","01004",1980,"PRI",0,1715,0,0,NA,NA,1766,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01004_1983","01","01004",1983,"PRI",52,2018,3,0,NA,NA,2385,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01004_1986","01","01004",1986,"PRI",14,3406,1,0,0,0,3773,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01004_1989","01","01004",1989,"PRI",10,2160,9,0,0,0,3210,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01004_1992","01","01004",1992,"PRI",17,3132,31,0,0,0,3736,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01004_1995","01","01004",1995,"PAN",2120,2115,23,0,64,0,4454,"PRI","PRI","PAN","PAN",1992,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"011995"
"01004_1998","01","01004",1998,"PRI",2260,2574,134,0,125,0,5142,"PRI","PRI","PRI","PRI",1995,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"011998"
"01004_2001","01","01004",2001,"PRI",2078,2633,238,0,200,1,5314,"PAN","PAN","PRI","PRI",1998,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"012001"
"01004_2004","01","01004",2004,"PAN",2544,1935,1095,0,128,3,5574,"PAN","PAN","PAN","PAN",2001,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"012004"
"01004_2007","01","01004",2007,"PRI",1750,2501,219,0,100,5,6006,"PAN","PAN","PRI","PRI",2004,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012007"
"01004_2010","01","01004",2010,"PRI_PVEM_PNA",1378,2810,86,0,150,4,5530,"PAN","PAN","PRI","PRI",2007,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"012010"
"01004_2013","01","01004",2013,"PRI_PVEM",0,3539,0,2008,103,2,7327,"PRI_PVEM_PNA","PRI","PRI","PRI",2010,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"012013"
"01005_1980","01","01005",1980,"PRI",307,1919,0,0,NA,NA,2247,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01005_1983","01","01005",1983,"PRI",2535,3613,3,0,NA,NA,6241,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01005_1986","01","01005",1986,"PRI",1586,4065,20,0,0,0,6584,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01005_1989","01","01005",1989,"PRI",1826,4020,6,0,0,0,5894,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01005_1992","01","01005",1992,"PRI",3241,7243,29,0,0,0,10719,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01005_1995","01","01005",1995,"PRI",5429,6864,238,0,330,0,13016,"PRI","PRI","PRI","PRI",1992,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011995"
"01005_1998","01","01005",1998,"PAN",10793,6609,438,0,421,2,18182,"PRI","PRI","PAN","PAN",1995,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"011998"
"01005_2001","01","01005",2001,"PRI",6036,8583,511,0,354,1,16478,"PAN","PAN","PRI","PRI",1998,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012001"
"01005_2004","01","01005",2004,"PAN",9164,8455,2467,0,614,9,20086,"PAN","PAN","PAN","PAN",2001,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"012004"
"01005_2007","01","01005",2007,"PRI",7339,9980,1385,0,607,34,20827,"PAN","PAN","PRI","PRI",2004,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012007"
"01005_2010","01","01005",2010,"PRI_PVEM_PNA",10179,13772,868,0,702,56,26484,"PAN","PAN","PRI","PRI",2007,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"012010"
"01005_2013","01","01005",2013,"PAN_PRD",0,10352,0,14839,851,44,29337,"PRI_PVEM_PNA","PRI","PAN","PAN",2010,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,1,"012013"
"01006_1980","01","01006",1980,"PRI",8,3544,0,0,NA,NA,3687,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01006_1983","01","01006",1983,"PRI",1248,4385,0,0,NA,NA,5720,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01006_1986","01","01006",1986,"PRI",702,4004,35,0,0,0,5064,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01006_1989","01","01006",1989,"PRI",1448,4047,64,0,0,0,5801,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01006_1992","01","01006",1992,"PRI",2641,4269,31,0,0,0,7427,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01006_1995","01","01006",1995,"PRI",3895,4705,389,0,182,0,9301,"PRI","PRI","PRI","PRI",1992,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011995"
"01006_1998","01","01006",1998,"PRI",2527,6804,1948,0,306,2,11600,"PRI","PRI","PRI","PRI",1995,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011998"
"01006_2001","01","01006",2001,"PRI",3881,5278,1263,0,578,2,11493,"PAN","PAN","PRI","PRI",1998,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"012001"
"01006_2004","01","01006",2004,"PAN",4983,4737,3112,0,316,3,12832,"PAN","PAN","PAN","PAN",2001,3,"PRI",0,1,"PRI",1,0,1,0,0,0,0,0,0,"012004"
"01006_2007","01","01006",2007,"PAN_PNA",3754,3090,3584,0,481,11,12751,"PAN","PAN","PAN","PAN",2004,3,"PAN",1,0,"PAN",1,0,1,0,0,0,0,0,0,"012007"
"01006_2010","01","01006",2010,"PRI_PVEM_PNA",2731,6442,2540,0,463,32,13455,"PAN","PAN","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"012010"
"01006_2013","01","01006",2013,"PNA",0,6115,0,3450,565,13,17557,"PRI_PVEM_PNA","PRI","PNA","Otros",2010,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,0,0,"012013"
"01007_1980","01","01007",1980,"PRI",4,4947,0,0,NA,NA,4997,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01007_1983","01","01007",1983,"PRI",60,4485,3,0,NA,NA,6351,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01007_1986","01","01007",1986,"PRI",94,4105,2,0,0,0,4993,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01007_1989","01","01007",1989,"PRI",86,4671,34,0,0,0,5450,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01007_1992","01","01007",1992,"PRI",197,5401,156,0,0,0,9838,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01007_1995","01","01007",1995,"PAN",5912,4466,477,0,262,0,11276,"PRI","PRI","PAN","PAN",1992,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"011995"
"01007_1998","01","01007",1998,"PRI",5176,6253,2005,0,345,1,13764,"PRI","PRI","PRI","PRI",1995,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"011998"
"01007_2001","01","01007",2001,"PVEM",1572,3746,782,0,348,0,13469,"PAN","PAN","PVEM","Otros",1998,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,0,0,"012001"
"01007_2004","01","01007",2004,"PRI_PVEM_PT",3876,5935,2765,0,525,4,12576,"PAN","PAN","PRI","PRI",2001,3,"PVEM",0,1,"Otros",0,0,0,0,0,1,0,0,0,"012004"
"01007_2007","01","01007",2007,"PVEM",5251,2336,518,0,444,23,14056,"PAN","PAN","PVEM","Otros",2004,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,0,0,"012007"
"01007_2010","01","01007",2010,"PRI_PVEM_PNA",2047,6000,1642,0,577,30,14685,"PAN","PAN","PRI","PRI",2007,3,"PVEM",0,1,"Otros",0,0,0,0,0,1,0,0,0,"012010"
"01007_2013","01","01007",2013,"PT",0,3286,0,4635,701,27,18702,"PRI_PVEM_PNA","PRI","PT","Otros",2010,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,0,0,"012013"
"01008_1980","01","01008",1980,"PRI",0,1415,0,0,NA,NA,1486,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,"011980"
"01008_1983","01","01008",1983,"PRI",40,2219,3,0,NA,NA,2345,"PRI","PRI","PRI","PRI",1980,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011983"
"01008_1986","01","01008",1986,"PRI",32,2954,6,0,0,0,3023,"PRI","PRI","PRI","PRI",1983,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011986"
"01008_1989","01","01008",1989,"PRI",19,1851,15,0,0,0,2234,"PRI","PRI","PRI","PRI",1986,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011989"
"01008_1992","01","01008",1992,"PRI",17,1622,15,0,0,0,3136,"PRI","PRI","PRI","PRI",1989,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011992"
"01008_1995","01","01008",1995,"PRI",15,1175,148,0,432,0,2271,"PRI","PRI","PRI","PRI",1992,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"011995"
